Restro Link,Image Link,Offer,Name,Food Type,Address
https://www.swiggy.com/restaurants/radha-ki-rasoi-shukhdev-nagar-kalani-nagar-indore-742633,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b14cd9fc40129fcfb97aa7e621719d07",50% OFF UPTO ₹250,RADHA KI RASOI,"North Indian, Chinese, Tandoor, Snacks, Thalis",Kalani Nagar
https://www.swiggy.com/restaurants/tadka-raffel-tower-old-palasia-indore-90187,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ig0oibn8fpxhtsnnubpg",,Tadka,North Indian,Old Palasia
https://www.swiggy.com/restaurants/mumbai-vada-pav-shree-gourmet-annapurna-rd-annapurna-road-indore-665306,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/76162692632a957838b23a020bc9ca73",,Mumbai Vada Pav - Shree Gourmet,"Maharashtrian, Snacks, Street Food",Annapurna Road
https://www.swiggy.com/restaurants/annapurna-bhojnalaya-gangwal-sarafa-indore-388119,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pmfmk805oeuf4fbw6xxz",50% OFF,ANNAPURNA BHOJNALAYA,"Indian, Thalis",Sarafa
https://www.swiggy.com/restaurants/haldirams-restaurant-vijay-nagar-indore-746975,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/1abb89624b491497c8cff182d95ac457",50% OFF UPTO ₹100,Haldiram's Restaurant,"Chinese, North Indian, Continental, Desserts",Vijay Nagar
https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-old-palasia-saket-square-indore-757214,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/8dd756a62805678c200424f931e1cad2",₹125 OFF ABOVE ₹599,Keventers - Milkshakes & Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",Saket Square
https://www.swiggy.com/restaurants/pizza-home-kalani-nagar-panchwati-nagar-indore-442833,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/uwbpnswfhrzfrbkvyhce",,Pizza Home,Italian,Panchwati Nagar
https://www.swiggy.com/restaurants/chai-kaapi-old-palasia-indore-63271,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xdguftzbu2920wl7ifrn",,Chai Kaapi,"Fast Food, Beverages",Old Palasia
https://www.swiggy.com/restaurants/mitra-da-dhaba-ayodhyapuri-link-road-old-palasia-indore-646990,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/87d044cd6487e9035b42a64df17c7aec",,Mitra Da Dhaba,"North Indian, Snacks, Chinese, Beverages, Sweets",Old Palasia
https://www.swiggy.com/restaurants/girnar-restaurant-vrindavan-colony-mari-mata-square-indore-96087,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xrdt7sg3qgjyl1d8ysgi",,Girnar Restaurant,"North Indian, Chinese, Beverages, Snacks, Mughlai",Mari Mata Square
https://www.swiggy.com/restaurants/danka-panipuri-khajrana-road-old-palasia-indore-573043,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rkdpljrverdzjfjfhhh6",,Danka Panipuri,Chaat,Old Palasia
https://www.swiggy.com/restaurants/shree-gautam-chinese-food-station-sabzi-mandi-tilak-nagar-indore-75906,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/h5mzegsmkqklfcf2x1v0",15% OFF ABOVE ₹500,Shree Gautam Chinese Food Station,"Chinese, North Indian, Beverages",Tilak Nagar
https://www.swiggy.com/restaurants/apna-sandwich-jail-road-chiman-bagh-indore-69419,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hkobgtz48uawvntreykw",₹125 OFF ABOVE ₹249,Apna Sandwich,"Street Food, Chinese, Pizzas, Desserts, Beverages, Fast Food",Chiman Bagh
https://www.swiggy.com/restaurants/chick-n-serve-56-chappan-dukan-new-palasia-indore-64807,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ygye0awxklv0xirrg2r4",,Chick N Serve 56,"North Indian, Chinese, Lebanese, Beverages, Biryani",New Palasia
https://www.swiggy.com/restaurants/cafe-sukoon-k-k-boys-colony-new-palasia-indore-290611,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hycjhtykzinp203dbbqr",,Cafe Sukoon,"Fast Food, Snacks, Chinese",New Palasia
https://www.swiggy.com/restaurants/nom-nom-chinese-sat-sai-school-road-vijay-nagar-indore-186465,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yuvlxxnbzwn4fdduyb0c",,Nom! Nom! Chinese,"Chinese, Continental, Snacks, North Indian",Vijay Nagar
https://www.swiggy.com/restaurants/hotel-madni-darbar-sarwate-bus-stand-sarwate-bus-stand-south-tukoganj-indore-153509,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/iaswoycznbzycjux5hck",,Hotel Madni Darbar -Sarwate Bus Stand,"North Indian, Biryani, Punjabi, Lucknowi",South Tukoganj
https://www.swiggy.com/restaurants/the-ground-baking-co-pipliyana-greater-brajeshwari-indore-608455,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kfphnfdy5ylyz0kpyxnn",,The Ground Baking Co.,"Pizzas, Salads",Greater Brajeshwari
https://www.swiggy.com/restaurants/ansh-restaurant-south-tukoganj-kanchan-bagh-indore-78273,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kdbuuhsk3yh0j8ubtl1a",₹125 OFF ABOVE ₹199,Ansh Restaurant,"Indian, North Indian, Chinese, Beverages",Kanchan Bagh
https://www.swiggy.com/restaurants/vinay-hotel-yn-road-new-palasia-indore-95657,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gjzgy2jt3fj197dl2rxu",₹100 OFF ABOVE ₹349,Vinay Hotel,"Mughlai, North Indian, Biryani",New Palasia
https://www.swiggy.com/restaurants/dawar-restaurant-mg-road-new-palasia-indore-102751,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ukqtdrxjrkwxc2ojnlcy",20% OFF ABOVE ₹600,Dawar Restaurant,North Indian,New Palasia
https://www.swiggy.com/restaurants/govardhan-family-restaurant-sudama-nagar-indore-73152,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/v5qwqroo4bncjherskda",10% OFF ABOVE ₹500,Govardhan Family Restaurant,"North Indian, Chinese, Desserts, Beverages",Sudama Nagar
https://www.swiggy.com/restaurants/a3-family-restaurant-rau-indore-90542,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/adbs6e0lij7vgkkjwrud",₹125 OFF ABOVE ₹249,A3 Family Restaurant,North Indian,Rau
https://www.swiggy.com/restaurants/wheres-my-burger-old-palasiya-old-palasia-indore-742128,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/583e0784665076f6a6782bae168f4c18",,Wheres My Burger,"Burgers, Beverages",Old Palasia
https://www.swiggy.com/restaurants/mp-09-nagpals-chole-bhature-new-palasia-sarvoday-prime-new-palasia-indore-77060,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/idx6bb2wdtyor7lur1td",,MP-09 Nagpal's Chole Bhature - New Palasia,"North Indian, Street Food",New Palasia
https://www.swiggy.com/restaurants/oye-foodie-nehru-nagar-new-palasia-indore-594464,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qoxrqlcwzkrj2b8bmhjb",,Oye Foodie,"Fast Food, Snacks, Beverages",New Palasia
https://www.swiggy.com/restaurants/cafe-yolo-bicholi-mardana-by-pass-road-north-indore-289440,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zo1npb58wd6siazerl0v",,Cafe Yolo,Indian,By Pass Road (North)
https://www.swiggy.com/restaurants/the-gourmet-store-by-mr-beans-saket-nagar-old-palasia-indore-484519,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wyizyt2glz4ven9f2cpl",,The Gourmet Store By Mr Beans,"Bakery, American, Snacks",Old Palasia
https://www.swiggy.com/restaurants/the-gym-diet-rajabagh-colony-bhawar-kuan-indore-505963,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fa4944f0cfdcbca2bec1f3ab8e3db3f7",,The Gym Diet,Fast Food,Bhawar Kuan
https://www.swiggy.com/restaurants/khaanpaan-gopur-chouraha-sudama-nagar-indore-648791,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7368ed44662f4da5852b1c883f60a08e",30% OFF UPTO ₹75,Khaanpaan,"North Indian, Indian, Chaat",Sudama Nagar
https://www.swiggy.com/restaurants/cakes-n-more-manik-bagh-bhawar-kuan-indore-419303,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jnpokuxdxxglxw4id2sq",₹125 OFF ABOVE ₹249,Cakes N More,"Bakery, Desserts",Bhawar Kuan
https://www.swiggy.com/restaurants/cake-showroom-roop-ram-nagar-bhawar-kuan-indore-699154,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/020a3a7c6cee76065e10e521c41cab2e",60% OFF UPTO ₹120,Cake Showroom,Bakery,Bhawar Kuan
https://www.swiggy.com/restaurants/cake-king-venkatesh-market-manik-bagh-road-indore-138155,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/s5ym42qtfnvlohnsu4il",₹125 OFF ABOVE ₹249,Cake King,Bakery,Manik Bagh Road
https://www.swiggy.com/restaurants/choice-chinese-center-c3-hamilton-road-sarafa-indore-124300,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/6c9c79e6a7bf0205740320a03934fc7e",60% OFF UPTO ₹120,Choice Chinese Center (C3),"Chinese, Snacks, Beverages",Sarafa
https://www.swiggy.com/restaurants/zakir-family-restaurant-old-palasia-classic-purnima-estate-indore-219217,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/uya2owigz45a3o4kcta2",₹125 OFF ABOVE ₹199,Zakir Family restaurant,"Mughlai, North Indian",Classic Purnima Estate
https://www.swiggy.com/restaurants/the-grilled-trip-vijay-nagar-indore-357853,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/j5honqsetkckovsfcbdo",₹125 OFF ABOVE ₹199,The Grilled Trip,"Fast Food, Snacks, Continental, Italian",Vijay Nagar
https://www.swiggy.com/restaurants/dilli-da-roll-56-dukan-new-palasia-indore-64547,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/oyvql2cg9itb2i5wgcye",,Dilli Da Roll,"Asian, North Indian, Indian",New Palasia
https://www.swiggy.com/restaurants/pizza-don-scheme-54-pu4-scheme-no-140-indore-452038,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e3t9ls8eoosbds02pe51",₹125 OFF ABOVE ₹199,Pizza Don,"Pizzas, Fast Food, Italian, Beverages, Burgers",Scheme No. 140
https://www.swiggy.com/restaurants/babluji-punjabi-foods-and-cafe-mangal-city-vijay-nagar-indore-63787,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a3crwfcl9karlduniaky",,Babluji Punjabi Foods & Cafe,"Indian, Punjabi",Vijay Nagar
https://www.swiggy.com/restaurants/new-sapna-sandwich-and-pizza-nagar-nigam-market-old-palasia-indore-490824,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/npxrcq8rjjwtlmn9yb52",₹125 OFF ABOVE ₹249,New Sapna Sandwich And Pizza,"Pizzas, Fast Food, Italian",Old Palasia
https://www.swiggy.com/restaurants/biryani-by-kilo-vijay-nagar-indore-235825,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qi6wf6klvbgtvcaylaj0",20% OFF UPTO ₹50,Biryani By Kilo,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts",Vijay Nagar
https://www.swiggy.com/restaurants/madhuram-sweets-new-palasia-56-dukan-indore-289932,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dvrkcc5c3m3mq9jkzbsl",,Madhuram Sweets,"Sweets, Snacks",56 Dukan
https://www.swiggy.com/restaurants/cake-city-mahatma-gandhi-rd-sarafa-indore-652703,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/28b95a24183105eafe5230e7896d32d5",,Cake City,Bakery,Sarafa
https://www.swiggy.com/restaurants/chai-vaai-cafe-bhawar-kuan-indore-522699,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dpumd2dzwquguf1ktoi3",,Chai Vaai cafe,"Beverages, North Indian, Fast Food, Chinese",Bhawar Kuan
https://www.swiggy.com/restaurants/eat-n-treat-56-dukan-new-palasia-indore-63566,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fcgljhbwtppik3odamyi",,Eat N Treat,"Snacks, Chinese",New Palasia
https://www.swiggy.com/restaurants/mr-biryani-54-scheme-vijay-nagar-indore-559838,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/0e1b1400790362aecea178f305cf08a1",₹125 OFF ABOVE ₹199,Mr. Biryani,"Biryani, Mughlai, North Indian",Vijay Nagar
https://www.swiggy.com/restaurants/pizza-planet-badaganpati-sarafa-indore-501976,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kg9xet1wfdkpznrfsxhu",,Pizza Planet,"Pizzas, Italian",Sarafa
https://www.swiggy.com/restaurants/roll-point-nagar-nigam-market-saket-chouraha-indore-104998,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nxsb7aywhga6dreyiehz",,Roll Point,"Biryani, Chinese, American, North Indian",Saket Chouraha
https://www.swiggy.com/restaurants/fiza-restaurant-sarafa-bombay-bazar-main-road-indore-262145,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ufezfpf89alxt34q4r9u",,Fiza Restaurant,Indian,Bombay Bazar Main Road
https://www.swiggy.com/restaurants/food-mohalla-vijay-nagar-indore-500377,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dnsggapqflewokla3mbw",,Food Mohalla,"Fast Food, Pizzas, Beverages",Vijay Nagar
https://www.swiggy.com/restaurants/pizza-zone-vishnupuri-bhawar-kuan-indore-741146,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/906c0affa7d8ff78a3e4db88b4433cde",,Pizza Zone,Indian,Bhawar Kuan
https://www.swiggy.com/restaurants/ghar-ki-rasoi-shivshakti-nagar-new-palasia-indore-462958,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/i7ljd45wdmc53rcffv2r",,Ghar Ki Rasoi,North Indian,New Palasia
https://www.swiggy.com/restaurants/maa-ki-rasoi-mangal-city-vijay-nagar-indore-224034,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/22d76936a42e265be736b160b526b32e",₹125 OFF ABOVE ₹199,Maa Ki Rasoi,"North Indian, Thalis, South Indian, Chinese, Fast Food, Biryani",Vijay Nagar
https://www.swiggy.com/restaurants/biryani-king-mechanic-nagar-bhawar-kuan-indore-620416,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hmpdqpvpiicnwa2rwoiv",,Biryani King,"North Indian, Chinese, Pizzas, Fast Food, Thalis",Bhawar Kuan
https://www.swiggy.com/restaurants/burger-bar-kalani-nagar-airport-road-indore-461037,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/g1fwycd7zs82ti4wemih",,Burger Bar,"American, Pizzas, Continental, Beverages",Airport Road
https://www.swiggy.com/restaurants/hot-box-pulak-city-rau-and-rajendra-nagar-indore-679881,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cfe5a6b2c186e42811f595e7ebfd7331",,HOT BOX,Indian,Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/mishra-ji-ka-bhojnalay-bholaram-ustad-marg-indrapuri-colony-indore-105882,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qtdymmhrdvllbek0wl2l",40% OFF UPTO ₹80,Mishra Ji Ka Bhojnalay,North Indian,Indrapuri Colony
https://www.swiggy.com/restaurants/aamantran-restaurant-moti-tabela-bhawar-kuan-indore-337721,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/oriag43jz5x7kb4snycs",,Aamantran Restaurant,"Chinese, North Indian",Bhawar Kuan
https://www.swiggy.com/restaurants/gulzar-restaurant-gulzar-colony-bhawar-kuan-indore-498740,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gazqm1wn4lhf2cih3gum",,Gulzar Restaurant,"Snacks, Biryani",Bhawar Kuan
https://www.swiggy.com/restaurants/tosser-pizza-rau-and-rajendra-nagar-indore-762658,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/30ef1d8df187e045308931bc6cdd74bb",10% OFF UPTO ₹40,Tosser Pizza,Pizzas,Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/cake-and-more-patnipura-nehru-nagar-indore-394759,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jb41px3r2wjm882vwhad",₹125 OFF ABOVE ₹249,Cake and more,"Bakery, Sweets",NEHRU NAGAR
https://www.swiggy.com/restaurants/nutrimentos-harsh-nagar-saket-nagar-indore-588571,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/37cdc64e91dd8c086913705f9f90905f",30% OFF UPTO ₹150,Nutrimentos,"Healthy Food, Salads, South Indian",Saket Nagar
https://www.swiggy.com/restaurants/ramesh-masala-dosa-gemini-tower-old-palasia-indore-402781,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/z7c5nhjihwp1lgrm7mky",₹125 OFF ABOVE ₹199,Ramesh Masala Dosa,South Indian,Old Palasia
https://www.swiggy.com/restaurants/cafe-cuppa-and-restro-lig-colony-new-palasia-indore-113413,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/n1p5vwmf5xca13ifykk3",,Cafe cuppa & restro,Fast Food,New Palasia
https://www.swiggy.com/restaurants/cake-magic-manik-bagh-road-new-palasia-indore-750177,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e1114ef2ed8df79fdf4acaee0ec0b040",,Cake Magic,Bakery,New Palasia
https://www.swiggy.com/restaurants/vijay-shree-sandwich-and-juice-center-tilak-nagar-old-palasia-indore-721614,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/180fc8d6126970843197d272afadf4cf",,VIJAY SHREE SANDWICH AND JUICE CENTER,"Fast Food, Beverages, Snacks, Pastas, Pizzas, Burgers",Old Palasia
https://www.swiggy.com/restaurants/old-kolkata-roll-club-56-dukan-street-new-palasia-indore-459492,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/uvoisvmruzqpjjjjjja2",10% OFF ABOVE ₹500,Old Kolkata Roll Club,"Chinese, Snacks",New Palasia
https://www.swiggy.com/restaurants/bansuri-wala-ayodhya-puri-press-complex-indore-436748,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/uvrbovbnnvjaod7fnud1",,Bansuri Wala,"North Indian, Fast Food, Chinese, Snacks, Beverages",Press Complex
https://www.swiggy.com/restaurants/momo-binge-scheme-78-vijay-nagar-indore-610197,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yos5rqz23soorwmp6fif",60% OFF UPTO ₹120,Momo Binge,"Chinese, Beverages, Snacks",Vijay Nagar
https://www.swiggy.com/restaurants/momo-jomo-seva-sardar-nagar-old-palasia-indore-430344,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2b600e2ab295fa9f5f8177beac8ed42d",,Momo Jomo,"Chinese, Beverages",Old Palasia
https://www.swiggy.com/restaurants/99-rotiwala-bhawarkua-vishnupuri-bhawar-kuan-indore-577953,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qrt0vgaelyqtcsv0trfk",10% OFF UPTO ₹40,99 Rotiwala - Bhawarkua,"North Indian, Thalis, Chinese, Biryani",Bhawar Kuan
https://www.swiggy.com/restaurants/metro-jawahar-nagar-rau-and-rajendra-nagar-indore-567008,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kfqhdx6xarlu5bhbnwmj",,Metro,"North Indian, Biryani",Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/jain-super-chinese-malganj-square-sarafa-indore-70509,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rcpyunoyqp2wi7cazzkl",,Jain Super Chinese,"Chinese, Jain",Sarafa
https://www.swiggy.com/restaurants/waffles-town-mahalaxmi-complex-bhawar-kuan-indore-713253,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/0305fbd9ce676e53fa51166e9592409b",,Waffles Town,"Waffle, Pizzas, Fast Food, Beverages, Snacks",Bhawar Kuan
https://www.swiggy.com/restaurants/tea-bar-khandelwal-nagar-bhawar-kuan-indore-512081,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/j5e5yzgjhpf83ot10fq7",,Tea Bar,"Chinese, Fast Food, Snacks",Bhawar Kuan
https://www.swiggy.com/restaurants/cake-me-bk-sindhi-colony-bhawar-kuan-indore-564847,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jbzdpde46i45ck7ziabk",,Cake Me,"Bakery, Desserts",Bhawar Kuan
https://www.swiggy.com/restaurants/agent-jacks-bar-vijay-nagar-indore-145747,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zdzy1g7gmehjn0m1rr39",,Agent Jack's Bar,"Indian, Biryani, Seafood, Chinese, Italian, Combo",Vijay Nagar
https://www.swiggy.com/restaurants/ranjeets-kitchen-e-sector-sudama-nagar-indore-67825,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wgzeuxjo6ht6riyl1qih",₹125 OFF ABOVE ₹199,Ranjeet's Kitchen,"North Indian, Chinese, Thalis",Sudama Nagar
https://www.swiggy.com/restaurants/black-pearl-pizza-house-kesarbagh-chowki-siddarth-nagar-indore-489619,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/uqhmuxkxlvusqgrrrrfr",60% OFF,Black Pearl Pizza House,"Italian, Fast Food, Beverages",Siddarth Nagar
https://www.swiggy.com/restaurants/swaad-delhi-da-bhawarkuan-square-vishnu-puri-colony-indore-338349,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kfmqt8i4cok6i511lk4x",₹125 OFF ABOVE ₹199,Swaad Delhi Da,"Fast Food, North Indian, Chinese, Snacks",Vishnu Puri Colony
https://www.swiggy.com/restaurants/zam-zam-biryani-palsikar-colony-bhawar-kuan-indore-557234,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/mvgs648ynwmmwwz14jld",₹125 OFF ABOVE ₹249,Zam Zam Biryani,Biryani,Bhawar Kuan
https://www.swiggy.com/restaurants/danka-54-scheme-vijay-nagar-indore-588578,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ruibn2fj8yalhptnzl5o",,Danka,Chaat,Vijay Nagar
https://www.swiggy.com/restaurants/midflight-garden-restaurant-and-cafe-gajadhar-nagar-kalani-nagar-indore-289575,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hcjkrc7csueqy2v71uke",,Midflight Garden Restaurant & Cafe,"North Indian, Chinese, Biryani, Desserts, Beverages",Kalani Nagar
https://www.swiggy.com/restaurants/khichdi-nation-indore-by-pass-road-indore-416912,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hny6mdrlbjbozbuj7tqq",10% OFF ABOVE ₹600,Khichdi Nation,"Healthy Food, North Indian",Indore By Pass Road
https://www.swiggy.com/restaurants/ovenly-by-khuranas-satya-sai-square-vijay-nagar-indore-176336,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/u3cwuwcsjctiivpk4oof",,Ovenly by Khurana's,Bakery,Vijay Nagar
https://www.swiggy.com/restaurants/mr-pizza-king-ab-road-samvad-nagar-indore-351273,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fue4uxkz7yvkdo48bluy",50% OFF,Mr Pizza King,"Pizzas, Italian, Continental",Samvad Nagar
https://www.swiggy.com/restaurants/mama-loca-54-scheme-vijay-nagar-indore-539839,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fk6rbag2rvabjvm69grx",40% OFF UPTO ₹80,Mama Loca,"Greek, Lebanese, Continental",Vijay Nagar
https://www.swiggy.com/restaurants/just-paratha-bhawar-kuan-indore-67252,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/292a84eb25b4684f31221f2d0ece3d3c",20% OFF UPTO ₹50,Just Paratha,"Indian, Fast Food, Snacks, Beverages",Bhawar Kuan
https://www.swiggy.com/restaurants/mr-beans-saket-nagar-old-palasia-indore-64549,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rt2uevrtu2ih5wi7wzgh",,Mr. Beans,"Continental, Desserts, Italian, Beverages, Snacks",Old Palasia
https://www.swiggy.com/restaurants/the-indore-canteeen-nagar-nigam-market-old-palasia-indore-526429,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ib9mhzix330cigxihwre",15% OFF ABOVE ₹1000,The Indore Canteeen,"Snacks, Italian-American, Fast Food, Pizzas, Burgers",Old Palasia
https://www.swiggy.com/restaurants/south-king-78th-scheme-vijay-nagar-indore-314372,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xhcgiidvde8loviwp9us",30% OFF,South King,"South Indian, Indian, Snacks, Beverages",Vijay Nagar
