Restro Link,Image Link,Offer,Name,Food Type,Address
https://www.swiggy.com/restaurants/bombay-badapav-54-scheme-vijay-nagar-indore-351505,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ozziomzjdzi92yxuyaiq",,Bombay Badapav,"Street Food, Snacks",Vijay Nagar
https://www.swiggy.com/restaurants/hotel-south-avenue-mg-road-south-tukoganj-indore-86669,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pf9sfokgdtarsik388vg",,Hotel South Avenue,"North Indian, Mughlai, Continental, South Indian, Biryani",South Tukoganj
https://www.swiggy.com/restaurants/raj-pan-sadan-kanadia-road-telephone-nagar-indore-425004,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/twokcihchxi2wrnhjxzp",,Raj pan sadan,Paan,Telephone Nagar
https://www.swiggy.com/restaurants/chanchal-namkeen-bhel-and-chaats-gangwal-bustand-raj-mohalla-indore-70235,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pwtcprsb1mrqfqkker0c",,"Chanchal Namkeen, Bhel & Chaats","Bakery, Chaat, Beverages",Raj Mohalla
https://www.swiggy.com/restaurants/pizza-maker-siddharth-nagar-bhawar-kuan-indore-480226,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yiqqmwwndpaomc9rotbv",,Pizza Maker,"Fast Food, Snacks",Bhawar Kuan
https://www.swiggy.com/restaurants/spice-goa-tm-nanda-nagar-indore-583261,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yl28znxhvhxsifmmlzfy",50% OFF ABOVE ₹700,SPICE GOA (TM),"Seafood, Malwani, Goan, Punjabi, Fast Food, Chinese, North Indian",Nanda Nagar
https://www.swiggy.com/restaurants/meals-89-ayodhyapuri-colony-vijay-nagar-indore-689576,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bbe49e04b03057b3b2003dde69038764",₹125 OFF ABOVE ₹249,Meals @89,"Thalis, Indian, Chinese, Snacks",Vijay Nagar
https://www.swiggy.com/restaurants/jain-ki-rasoi-tilak-nagar-old-palasia-indore-740622,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5e36c0a4892075756a075d2da6c0710c",20% OFF ABOVE ₹700,Jain Ki Rasoi,"Italian, Fast Food, Thalis, Snacks",Old Palasia
https://www.swiggy.com/restaurants/chicky-shawarma-shri-nagar-extension-old-palasia-indore-739296,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/46c6442ca72c545693cc2e0fcfa1aa0b",20% OFF ABOVE ₹650,CHICKY SHAWARMA,"Arabian, Kebabs, Snacks",Old Palasia
https://www.swiggy.com/restaurants/potato-twister-by-young-tarang-new-palasia-56-dukan-indore-137511,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/myli1pqeteaj1hj3z6sn",,Potato Twister By 'Young Tarang',"North Indian, South Indian, Fast Food, Pizzas, Street Food",56 Dukan
https://www.swiggy.com/restaurants/jail-the-indorii-cafe-navlakha-janki-nagar-indore-89462,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/i7bkr4rrjrstdmlmhw1t",,Jail - The InDorii Cafe,Fast Food,Janki Nagar
https://www.swiggy.com/restaurants/pizza-lab-badi-bhamori-vijay-nagar-indore-616531,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cjdzh48bnkjt9mqkituo",₹125 OFF ABOVE ₹249,Pizza Lab,"Pizzas, Burgers, Pastas",Vijay Nagar
https://www.swiggy.com/restaurants/classic-sandwich-and-sawariya-faryali-center-bhanvarkuan-khandwa-road-indore-353488,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/falsrcannzzpidfbsxmg",,Classic Sandwich & Sawariya Faryali Center,"Street Food, Indian, Snacks",Khandwa Road
https://www.swiggy.com/restaurants/cakes-com-nehru-nagar-vijay-nagar-indore-754895,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/81bd3fda2e3cf8972acbe45d1e5d65b8",60% OFF UPTO ₹120,Cakes.com,Bakery,Vijay Nagar
https://www.swiggy.com/restaurants/the-country-wok-56dukan-pipliyahana-tehsil-new-palasia-indore-538556,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d6d3z9esqunex2icjfee",,The Country Wok 56Dukan,"Chinese, Fast Food, Beverages",New Palasia
https://www.swiggy.com/restaurants/the-high-garden-ravindra-nagar-old-palasia-indore-149946,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xkavkyvc4gsds1n1fpsp",,The High Garden,"Fast Food, Beverages",Old Palasia
https://www.swiggy.com/restaurants/jain-shree-kanchan-56-dukan-new-palasia-indore-64558,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/uu5yhh1urndnmvabaowf",,Jain Shree Kanchan,Snacks,New Palasia
https://www.swiggy.com/restaurants/-jai-mahakal-restaurant-antim-chouraha-sarafa-indore-701508,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/0a5dd416685c877f8032d41fcd940e2e",,Jai Mahakal Restaurant,Indian,Sarafa
https://www.swiggy.com/restaurants/a7-cafe-pawanpuri-colony-bhawar-kuan-indore-622835,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qereqrcxravrryoewetf",,A7 Cafe,"Fast Food, Chinese, Snacks",Bhawar Kuan
https://www.swiggy.com/restaurants/khuranas-diamond-colony-new-palasia-indore-239366,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/balfwfyzmq0jbengwtds",,Khurana's,Sweets,New Palasia
https://www.swiggy.com/restaurants/omg-lunch-buzzer-new-palasia-indore-64562,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/vxrxob1fsthviydoi5sj",,OMG Lunch Buzzer,"Indian, Chinese",New Palasia
https://www.swiggy.com/restaurants/chaat-palace-udasin-ashram-road-new-palasia-indore-389493,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gk5nccta7lczzq2ndllv",,Chaat Palace,Indian,New Palasia
https://www.swiggy.com/restaurants/daddys-fried-potato-56-dukan-new-palasia-indore-64116,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wfxdo4yz504n2rgyq6o0",,Daddy's Fried Potato,"Beverages, Desserts",New Palasia
https://www.swiggy.com/restaurants/tasty-cakes-main-road-new-palasia-indore-743351,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a53aa976cfc0b8f8ae5a506c5be94b71",,Tasty cakes,Bakery,New Palasia
https://www.swiggy.com/restaurants/kava-fairfield-by-marriott-vijay-nagar-indore-87233,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d4lc9oporjocjvnrw36m",,Kava - Fairfield by Marriott,"Continental, Chinese, Indian, Asian, Italian",Vijay Nagar
https://www.swiggy.com/restaurants/jai-malhar-sandwich-sarafa-shiv-vilas-palace-indore-372625,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jllcmiyznmjcnwnsnvem",,Jai Malhar Sandwich,"Continental, Snacks",Shiv Vilas Palace
https://www.swiggy.com/restaurants/karnawat-bhojan-prasadi-kalani-nagar-anjani-nagar-indore-174979,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nvebstizpqoxu4crvyqo",,Karnawat Bhojan Prasadi,"North Indian, Chinese, South Indian, Fast Food, Beverages, Street Food",Anjani Nagar
https://www.swiggy.com/restaurants/neelkanth-thali-54-scheme-vijay-nagar-indore-289239,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cqnf0svuaua7gdmq8uuz",10% OFF UPTO ₹40,Neelkanth Thali,Indian,Vijay Nagar
https://www.swiggy.com/restaurants/the-cake-doctor-near-by-cake-world-lig-thana-indore-631284,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/vnrikno2tq6o5rybybkl",15% OFF ABOVE ₹1000,The Cake Doctor,"Desserts, Bakery",Lig Thana
https://www.swiggy.com/restaurants/nakhrali-dhani-rangwasa-road-rau-indore-300589,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/h3s7irwv3ocwrby8rth9",,Nakhrali Dhani,"North Indian, South Indian",Rau
https://www.swiggy.com/restaurants/hum-dum-coldrinks-sarafa-indore-757593,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d2e9a01c1476e521f177b44ab5b89737",,Hum Dum Coldrinks,"Beverages, Snacks, Ice Cream, Chinese, Street Food, Fast Food",Sarafa
https://www.swiggy.com/restaurants/the-dinner-box-ayodhyapuri-colony-new-palasia-indore-609776,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/acc6b3533de88568ee7762db1c0b39c9",,The Dinner Box,"North Indian, Fast Food, Chinese, Burgers, Beverages",New Palasia
https://www.swiggy.com/restaurants/mota-bhaii-indian-kitchen-malharganj-sarafa-indore-737980,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b14cd9fc40129fcfb97aa7e621719d07",₹100 OFF ABOVE ₹999,MOTA BHAII INDIAN KITCHEN,"North Indian, Chinese, Tandoor, Snacks",Sarafa
https://www.swiggy.com/restaurants/hotel-virat-and-restaurant-sarafa-rajwada-indore-101943,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ljspmfdhcmvc5xajzl7l",,Hotel Virat & Restaurant,"Indian, Chinese, Italian",Rajwada
https://www.swiggy.com/restaurants/one-and-only-appe-house-m-g-road-palasia-indore-547058,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bjwkq0aerm2ts2dtkmfc",,One & Only Appe House,South Indian,Palasia
https://www.swiggy.com/restaurants/ratna-raj-chain-singh-ka-bagicha-new-palasia-indore-609394,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ezxwwevb99nfw0dh5oep",,Ratna Raj,"Bihari, Thalis",New Palasia
https://www.swiggy.com/restaurants/mountainview-restaurant-silicon-city-rau-and-rajendra-nagar-indore-435327,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tb82gwwzrj5h0z6bd2jh",,MountainView Restaurant,"Chinese, Desserts",Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/the-arab-nama-khajrana-indore-596431,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ukbobfwxnkom8msptp4y",10% OFF ABOVE ₹1000,The Arab Nama,"Arabian, Snacks",Khajrana
https://www.swiggy.com/restaurants/foc-24-new-palasia-indore-80303,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wo8mqfzjqpniqg71cgcs",,FOC 24,"North Indian, Italian, Beverages",New Palasia
https://www.swiggy.com/restaurants/prayas-foods-25-ravi-nagar-towards-khajrana-road-indore-326393,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zsrmskkgouc0r2qd9grt",,Prayas Foods,"Street Food, Snacks, Fast Food, North Indian",Towards Khajrana Road
https://www.swiggy.com/restaurants/dal-khichdi-shrinagar-extension-old-palasia-indore-628004,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nlhktykbdifyzy3o53sy",30% OFF UPTO ₹150,Dal Khichdi,Indian,Old Palasia
https://www.swiggy.com/restaurants/taste-of-masala-new-palasia-indore-755859,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/148a504c802ba8c2696c47e35f435061",,Taste Of Masala,Indian,New Palasia
https://www.swiggy.com/restaurants/masters-bakery-krozzon-54th-scheme-ab-road-indore-177058,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/t4dgwuqbwwxggv4lkzfx",,Masters Bakery Krozzon,Indian,Ab Road
https://www.swiggy.com/restaurants/the-sandwich-man-palhar-nagar-sarafa-indore-583831,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jydgrohcckifi3xdpbcd",,The Sandwich Man,"Fast Food, Beverages",Sarafa
https://www.swiggy.com/restaurants/the-red-maple-bakery-anil-nagar-old-palasia-indore-568692,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/eiexvkm0nhbwwsj2v0e8",,The Red Maple Bakery,"Cakes and Pastries, Bakery, Desserts, Cafe",Old Palasia
https://www.swiggy.com/restaurants/one-tree-restaurant-mg-road-sarafa-indore-608880,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kxotjckwgyzbxkzfqbhb",60% OFF ABOVE ₹149,One Tree Restaurant,"North Indian, Snacks, Biryani",Sarafa
https://www.swiggy.com/restaurants/krishna-dudh-dairy-padeshipura-new-palasia-indore-653822,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/50b8379ebd9f0384c6e9ef003902f44a",,Krishna Dudh Dairy,"Indian, Biryani, Chinese",New Palasia
https://www.swiggy.com/restaurants/kashish-punjabi-dhaba-family-restaurant-lower-ground-new-palasia-indore-732351,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/650cec5c0fac5bed01d400486552a532",,Kashish Punjabi Dhaba Family Restaurant,"Snacks, Indian, North Indian, Chinese",New Palasia
https://www.swiggy.com/restaurants/sugar-bakes-by-papaya-tree-ab-road-papaya-tree-hotel-indore-221304,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ldqssyd16uyc8xksocqy",,Sugar Bakes- by papaya tree,"Bakery, Snacks",Papaya Tree Hotel
https://www.swiggy.com/restaurants/mumbai-chowpatty-dukan-st-new-palasia-indore-621806,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/4e4dbc806c0bc052dfd441b01b4f8b30",20% OFF ABOVE ₹700,Mumbai Chowpatty,"Maharashtrian, Indian, Gujarati, Street Food",New Palasia
https://www.swiggy.com/restaurants/buns-n-crunch-60-feet-road-kalani-nagar-indore-743466,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ac5e720e85541abe2cc5c10a3745e669",,Buns N Crunch,Burgers,Kalani Nagar
https://www.swiggy.com/restaurants/one-way-restaurant-krishnapura-veer-sawarkar-market-indore-259936,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/g8qifv6jfpx0whdlqbff",₹125 OFF ABOVE ₹249,One way restaurant,"North Indian, Thalis, Fast Food, Desserts",Veer Sawarkar Market
https://www.swiggy.com/restaurants/chick-chicka-chick-restaurant-gram-nihalpur-rau-and-rajendra-nagar-indore-740821,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e7cc38bb52cdce64261950db48550597",,Chick Chicka Chick Restaurant,"North Indian, Snacks",Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/paratha-palace-sanvid-nagar-old-palasia-indore-723037,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/edf7faef3a2a7cd17fa65385e3d76ed8",₹100 OFF ABOVE ₹399,paratha palace,North Indian,Old Palasia
https://www.swiggy.com/restaurants/chulha-papaya-tree-hotel-rau-indore-82061,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ifpywyctsnp07kf4hpgv",,Chulha - Papaya Tree Hotel,"Indian, North Indian",Rau
https://www.swiggy.com/restaurants/happys-sandwich-bijasen-road-sarafa-indore-746565,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/180fc8d6126970843197d272afadf4cf",,HappyS Sandwich,"Fast Food, Burgers, Snacks, Beverages, Pizzas, Bakery",Sarafa
https://www.swiggy.com/restaurants/shree-parshwanath-pan-sadan-khajrana-main-road-old-palasia-indore-77973,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wtistxvgmscfqky3brik",,Shree Parshwanath Pan Sadan,Paan,Old Palasia
https://www.swiggy.com/restaurants/chai-koki-krishnodaya-nagar-bhawar-kuan-indore-607463,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ajsrl1hma4izu0qqwxpt",,Chai Koki,"Beverages, Indian, Fast Food",Bhawar Kuan
https://www.swiggy.com/restaurants/am-pm-cafe-and-restaurant-old-palasia-anand-bazar-indore-260508,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/eahlhhfkj705dmabnmd8",50% OFF UPTO ₹250,AM PM Cafe & Restaurant,"North Indian, Fast Food, Chinese, Salads, Biryani, Beverages, Indian, Bakery",Anand Bazar
https://www.swiggy.com/restaurants/shreenath-sandwich-devi-ahiliya-marg-sarafa-indore-70481,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/iz6sommvbllnpgsmpjxr",,Shreenath Sandwich,"Fast Food, Chinese",Sarafa
https://www.swiggy.com/restaurants/nema-sweets-kulfi-and-gazak-56-dukaan-street-sarafa-indore-70484,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tlggy81kzglp7baqmdeg",,Nema Sweets Kulfi and Gazak,Desserts,Sarafa
https://www.swiggy.com/restaurants/ham-bun-jaora-compound-rau-and-rajendra-nagar-indore-716761,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/546ca966aa747c88147be1503e7ecd65",,HAM BUN,"Indian, Chinese, Biryani, Snacks",Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/fusion-cloud-kitchen-new-gori-nagar-iti-college-main-rd-indore-643104,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/x8sbij4fhml6csabqi91",30% OFF UPTO ₹75,Fusion Cloud Kitchen,"Biryani, Pastas",ITI College Main Rd
https://www.swiggy.com/restaurants/cafe-bliss-ayodhyapuri-colony-indore-603938,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dm4hialgwtz5iuhjj606",₹125 OFF ABOVE ₹199,Cafe Bliss,"Cafe, Fast Food, Chinese, North Indian, Beverages, American",Ayodhyapuri Colony
https://www.swiggy.com/restaurants/om-ji-vada-pav-chappan-dukan-new-palasia-indore-410160,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/n31f29n3fxgw1fmgic4s",,Om ji Vada Pav,"North Indian, Snacks",New Palasia
https://www.swiggy.com/restaurants/bua-ji-bhojnalay-sarafa-indore-763154,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/89da4db79c49c2ee5e3bca7f2d77c8eb",,BUA JI BHOJNALAY,"Indian, Thalis",Sarafa
https://www.swiggy.com/restaurants/khaana-shaana-vijay-nagar-indore-760087,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f63b85a96db0ff61413f5bd798c5cb39",,Khaana Shaana,"Snacks, Indian, Chinese, Salads, Beverages",Vijay Nagar
https://www.swiggy.com/restaurants/nazif-chicken-restaurant-shree-nagar-ext-old-palasia-indore-680909,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/43ea22ae741937fe88729d9cef1474ab",,Nazif chicken restaurant,"Snacks, Arabian",Old Palasia
https://www.swiggy.com/restaurants/sip-n-eat-cafe-bhawar-kuan-indore-759089,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/6ff0b670175f91f4af330db286cd4719",,SIP N EAT CAFE,"Cafe, Fast Food, Pizzas, Chinese, Snacks",Bhawar Kuan
https://www.swiggy.com/restaurants/the-amp-cafe-old-palasia-indore-619420,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ghzj5xabcbcp2vb92ubq",50% OFF UPTO ₹250,The AMP Cafe,"Italian-American, Fast Food, Beverages, Snacks",Old Palasia
https://www.swiggy.com/restaurants/the-pizza-paradise-and-cafe-choudhary-market-rau-and-rajendra-nagar-indore-647004,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f0ea42868cdef4d2ab0032ea7325eee7",,The Pizza Paradise And Cafe,Pizzas,Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/online-cake-factory-sindhi-colony-bhawar-kuan-indore-754261,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e1114ef2ed8df79fdf4acaee0ec0b040",60% OFF UPTO ₹120,Online Cake Factory,Bakery,Bhawar Kuan
https://www.swiggy.com/restaurants/shree-radha-govind-restaurant-ab-road-rau-and-rajendra-nagar-indore-126673,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/js24tmcrlclgqegp4pyp",50% OFF ABOVE ₹149,Shree Radha Govind Restaurant,North Indian,Rau & Rajendra Nagar
https://www.swiggy.com/restaurants/foodons-bhawar-kuan-new-palasia-indore-290844,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ptyalpged8xmu2fthdmp",,Foodons,"Continental, Pizzas",New Palasia
https://www.swiggy.com/restaurants/cravings-24x7-gandhi-park-colony-bhawar-kuan-indore-756058,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3b20c3f71180b31efb3676ad6b223a6a",,Cravings 24X7,"Pizzas, Fast Food, Beverages",Bhawar Kuan
https://www.swiggy.com/restaurants/mini-mumbai-vada-pav-tilak-nagar-old-palasia-indore-728842,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/30f7b2e29d5a8d5ffd921bb5b917fb17",,Mini Mumbai Vada Pav,"Mangalorean, Street Food",Old Palasia
https://www.swiggy.com/restaurants/beyond-flavours-bicholi-bypass-south-indore-752925,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2eda496baa5749a6f406b74e61f07b09",,Beyond Flavours,"North Indian, Italian, Snacks",Bypass South
https://www.swiggy.com/restaurants/chogala-restaurant-and-dining-rau-indore-438203,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hwni2kvztd6uumueqsqi",,Chogala Restaurant & Dining,"South Indian, Chinese",Rau
https://www.swiggy.com/restaurants/cake-celebration-bakery-mari-mata-square-kalani-nagar-indore-742737,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e1114ef2ed8df79fdf4acaee0ec0b040",,Cake Celebration Bakery,Bakery,Kalani Nagar
https://www.swiggy.com/restaurants/royal-ice-cream-pardseipura-janjeervaal-indore-397656,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/erwa89q2ix9sfegouofa",,Royal Ice Cream,"Desserts, Ice Cream",Janjeervaal
https://www.swiggy.com/restaurants/suffa-restaurant-56-dukan-new-palasia-indore-91029,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ud5hvlvi6wppnmwfk7ls",,Suffa Restaurant,"Indian, Chinese",New Palasia
https://www.swiggy.com/restaurants/shiv-sagar-food-villa-restaurant-and-cafe-khandwa-rd-davv-takshila-parisar-indore-581184,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d0m3j85tkjbmh7t10qnx",,Shiv Sagar Food Villa-Restaurant And Cafe,"Cafe, Chinese, Snacks",Davv Takshila Parisar
https://www.swiggy.com/restaurants/pooja-cakes-bakery-bk-sindhi-colony-vijay-nagar-indore-294873,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zxnyyff0u8bmrof6lmmz",,Pooja Cakes Bakery,Bakery,Vijay Nagar
https://www.swiggy.com/restaurants/ratan-shree-fariyali-centre-nagar-nigam-market-old-palasia-indore-320790,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ir9mic1nckmevk4xbuao",,Ratan Shree Fariyali Centre,"Healthy Food, Indian, Snacks, North Indian, Chaat",Old Palasia
https://www.swiggy.com/restaurants/new-mahaveer-dairy-saket-square-old-palasia-indore-646999,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d8c438a1e58dedec2fc340734ad17894",,New Mahaveer Dairy,"Sweets, Desserts",Old Palasia
https://www.swiggy.com/restaurants/tasty-delights-restaurant-and-cafe-ring-road-sudama-nagar-indore-599603,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pkrohuiryljcgsnhgjaa",,Tasty Delights Restaurant And Cafe,North Indian,Sudama Nagar
https://www.swiggy.com/restaurants/good-bites-e-sector-sudama-nagar-indore-544351,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bnq8bfhybury2axsofxo",,Good Bites,"Italian, Chinese, Snacks, Beverages",Sudama Nagar
https://www.swiggy.com/restaurants/coca-sandwich-sudama-nagar-dusshehra-maidan-indore-478195,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/aemjyeawud98lpoglnzp",,Coca Sandwich,"Fast Food, Beverages",Dusshehra Maidan
https://www.swiggy.com/restaurants/rasgulla-king-sudama-nagar-main-road-bank-colony-indore-586234,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nlmnthagvh9jaa2dsclx",,Rasgulla King,"Sweets, Beverages",Bank Colony
https://www.swiggy.com/restaurants/new-ganesh-chinese-point-and-bhojnalaya-sudama-nagar-bhawar-kuan-indore-563132,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ptpxbfkg55hbaboeg9fi",,New Ganesh Chinese Point And Bhojnalaya,North Indian,Bhawar Kuan
https://www.swiggy.com/restaurants/s-v-kitchen-e-sector-sudama-nagar-indore-185194,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/vyrgpayulxcywilff9rn",,S.V. Kitchen,"South Indian, North Indian",Sudama Nagar
https://www.swiggy.com/restaurants/satguru-restaurant-sudama-nagar-ahilya-nagar-indore-550987,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wrefidwt7hpqkv2i5rkg",,Satguru Restaurant,"North Indian, Chinese, South Indian, Fast Food",Ahilya Nagar
https://www.swiggy.com/restaurants/annapurna-tiffin-center-revenue-nagar-sudama-nagar-indore-633815,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qlswwblapbbrrrdppcea",,Annapurna Tiffin Center,Indian,Sudama Nagar
